window,cell,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
primary,A4_tercile,2021-02-12,2021-02-17,MU,87.34,85.46,85.3745,-162.9,-1.046,5,stop,36,50.0,4.0,20.0,330.0,802,212.0,782,197.0,757,XLK,2.0,11.0,1297463566.1285,0.03515321197187975
primary,A4_tercile,2021-02-16,2021-02-17,TRMB,75.78,74.76,74.4655,-201.78,-1.29,1,stop,38,37.0,5.0,19.0,430.0,800,400.0,779,343.0,754,XLV,8.0,11.0,297356475.2125,0.02913891288793032
primary,A4_tercile,2021-02-16,2021-02-17,CDNS,148.52,145.66,144.9749,-191.35,-1.24,1,stop,73,123.0,6.0,19.0,373.0,800,441.0,779,429.0,754,XLK,4.0,11.0,182836019.6155,0.025464002953060283
primary,A4_tercile,2021-02-11,2021-02-22,KLAC,31.79,30.69,31.9356,20.28,0.13,11,partial;stop,38,39.0,5.0,20.0,498.0,788,389.0,768,323.0,743,XLV,9.0,11.0,341279832.278,0.03476492213258277
primary,A4_tercile,2021-02-11,2021-02-23,AMAT,110.99,107.29,112.5361,65.11,0.419,12,partial;stop,36,50.0,4.0,20.0,369.0,788,242.0,768,234.0,743,XLK,4.0,11.0,768809234.7735,0.037586670960125954
primary,A4_tercile,2021-02-24,2021-02-25,IVZ,23.27,22.55,22.5248,-324.07,-1.031,1,stop,62,20.0,7.0,20.0,341.0,847,231.0,825,112.0,798,XLF,2.0,11.0,88595614.7175,0.03118929182438432
primary,A4_tercile,2021-02-24,2021-02-25,NLSN,24.01,23.4,23.3766,-312.32,-1.038,1,stop,73,128.0,6.0,20.0,324.0,847,203.0,825,297.0,798,XLI,7.0,11.0,77177385.96700001,0.031182793096397893
primary,A4_tercile,2021-02-25,2021-02-26,PII,126.82,122.36,120.2296,-224.13,-1.476,1,stop,37,28.0,6.0,20.0,433.0,864,296.0,843,576.0,816,XLI,7.0,11.0,99061094.389,0.03520965893412827
primary,A4_tercile,2021-02-22,2021-03-04,SYF,38.35,37.94,38.6826,100.42,0.797,10,partial;stop,61,12.0,1.0,18.0,681.0,821,412.0,799,293.0,773,XLF,2.0,11.0,234815107.62550002,0.03181797061703241
primary,A4_tercile,2021-02-10,2021-03-05,RHI,73.42,71.58,76.0988,224.74,1.451,23,close<MA;partial,73,120.0,5.0,20.0,280.0,793,330.0,773,423.0,748,XLK,5.0,11.0,93365591.0275,0.036590098068535776
primary,A4_tercile,2021-03-08,2021-03-12,CF,48.92,47.5,49.3011,40.74,0.265,4,partial;stop,28,72.0,3.0,22.0,273.0,867,290.0,849,351.0,818,XLB,4.0,11.0,93204708.72449999,0.04298693963196028
primary,A4_tercile,2021-03-11,2021-03-12,DD,32.4,32.06,32.0307,-130.53,-1.096,1,stop,28,71.0,3.0,22.0,426.0,908,388.0,890,478.0,861,XLB,3.0,11.0,458189323.02458984,0.03199606409233715
primary,A4_tercile,2021-03-18,2021-03-19,MS,85.17,83.73,82.5274,-282.23,-1.838,1,stop,62,22.0,4.0,22.0,251.0,897,227.0,876,270.0,850,XLF,2.0,11.0,965982525.7135,0.026752364817865
primary,A4_tercile,2021-03-18,2021-03-19,DD,32.89,32.75,32.7142,-63.21,-1.221,1,stop,28,65.0,2.0,22.0,246.0,897,413.0,876,517.0,850,XLB,4.0,11.0,397657318.33052146,0.02946006806598155
primary,A4_tercile,2021-03-18,2021-03-19,SYNA,143.88,137.93,137.5923,-157.11,-1.057,1,stop,36,56.0,5.0,22.0,353.0,897,81.0,876,246.0,850,XLK,8.0,11.0,66890787.108500004,0.04190649893987133
primary,A4_tercile,2021-03-10,2021-03-22,GS,340.44,331.53,341.5053,18.11,0.12,12,partial;stop,62,24.0,5.0,22.0,222.0,898,156.0,881,275.0,851,XLF,2.0,11.0,988548511.8745,0.026386591925300018
primary,A4_tercile,2021-03-18,2021-03-23,LPLA,145.04,143.43,143.2866,-138.91,-1.089,5,stop,62,22.0,4.0,22.0,322.0,897,161.0,876,215.0,850,XLF,2.0,11.0,87788905.2225,0.030442356891795013
primary,A4_tercile,2021-03-24,2021-03-25,AMAT,123.14,120.42,118.6412,-247.6,-1.653,1,stop,36,56.0,7.0,22.0,354.0,890,139.0,876,132.0,853,XLK,8.0,11.0,1106479681.468,0.04705288380854765
primary,A4_tercile,2021-04-06,2021-04-07,GNRC,338.61,326.0,325.674,-310.42,-1.026,1,stop,36,49.0,4.0,17.0,342.0,711,116.0,702,256.0,679,XLK,8.0,11.0,444243736.25299996,0.04245438488098531
primary,A4_tercile,2021-04-05,2021-04-08,IVZ,26.08,25.58,25.5544,-229.61,-1.051,3,stop,62,19.0,3.0,17.0,193.0,763,92.0,752,101.0,730,XLF,2.0,11.0,126514382.848,0.03563877583753796
primary,A4_tercile,2021-04-06,2021-04-08,SLM,18.85,18.59,18.5714,-167.01,-1.072,2,stop,61,13.0,1.0,17.0,109.0,711,87.0,702,95.0,679,XLF,2.0,11.0,120129077.39199999,0.03292848005967486
primary,A4_tercile,2021-04-09,2021-04-12,INTC,67.51,66.63,66.5634,-157.66,-1.076,3,stop,36,45.0,4.0,15.0,204.0,627,135.0,619,397.0,597,XLK,6.0,11.0,2059768081.2837498,0.029011837559342148
primary,A4_tercile,2021-04-09,2021-04-13,GE,68.3,66.89,66.8203,-156.96,-1.047,4,stop,36,45.0,4.0,15.0,486.0,627,267.0,619,99.0,597,XLK,6.0,11.0,1029696295.5195879,0.03232749592370829
primary,A4_tercile,2021-04-09,2021-04-13,IVZ,26.28,26.0,25.974,-129.97,-1.094,4,stop,62,14.0,3.0,15.0,234.0,627,92.0,619,98.0,597,XLF,4.0,11.0,115728318.0465,0.031318729370373055
primary,A4_tercile,2021-04-12,2021-04-13,LPLA,147.84,146.03,145.884,-148.48,-1.081,1,stop,62,14.0,4.0,14.0,241.0,611,129.0,602,140.0,579,XLF,4.0,11.0,76212028.9585,0.026767790193882673
primary,A4_tercile,2021-04-14,2021-04-15,LPLA,148.92,146.51,146.3635,-158.43,-1.061,1,stop,62,12.0,4.0,14.0,232.0,594,153.0,585,139.0,564,XLF,4.0,11.0,76569985.17899999,0.027057617191996185
primary,A4_tercile,2021-04-09,2021-04-19,AMG,155.88,153.89,156.3153,31.65,0.221,10,partial;stop,62,14.0,3.0,15.0,114.0,627,66.0,619,100.0,597,XLF,4.0,11.0,61189936.861,0.026262580783969286
primary,A4_tercile,2021-04-16,2021-04-19,COF,136.59,135.26,135.1247,-118.4,-1.102,3,stop,60,20.0,5.0,14.0,173.0,564,176.0,558,166.0,536,XLF,5.0,11.0,338100177.82799995,0.02487617836349141
primary,A4_tercile,2021-04-16,2021-04-19,ALLY,48.39,47.01,46.959,-152.94,-1.034,3,stop,60,20.0,5.0,14.0,207.0,564,173.0,558,147.0,536,XLF,5.0,11.0,197740252.5115,0.028568200472602927
primary,A4_tercile,2021-04-26,2021-04-27,JEF,32.95,32.75,32.7172,-80.13,-1.161,1,stop,62,12.0,4.0,10.0,337.0,458,82.0,451,188.0,432,XLF,1.0,11.0,76228542.272,0.027735414149820326
primary,A4_tercile,2021-04-23,2021-04-28,EVR,140.88,138.36,138.2216,-210.07,-1.055,5,stop,62,11.0,3.0,12.0,149.0,480,124.0,473,108.0,454,XLF,2.0,11.0,69973131.8065,0.03256701020418873
primary,A4_tercile,2021-04-29,2021-04-30,STL,25.69,25.22,25.1248,-179.46,-1.204,1,stop,60,18.0,3.0,8.0,170.0,412,93.0,406,111.0,388,XLF,2.0,11.0,109642898.303,0.034571187816026624
primary,A4_tercile,2021-05-04,2021-05-11,SLM,19.97,19.46,20.0624,25.19,0.17,7,partial;stop,61,11.0,2.0,10.0,104.0,427,49.0,422,81.0,403,XLF,2.0,11.0,98969192.507,0.02822255649160179
primary,A4_tercile,2021-05-07,2021-05-11,KIM,21.45,20.89,20.871,-154.97,-1.037,4,stop,67,10.0,2.0,12.0,121.0,458,107.0,452,108.0,436,XLRE,5.0,11.0,130801124.5925,0.026083532336486043
primary,A4_tercile,2021-05-10,2021-05-11,LB,68.36,67.91,67.3126,-171.49,-2.333,1,stop,67,11.0,4.0,12.0,177.0,459,55.0,453,99.0,437,XLRE,5.0,11.0,192781184.46600002,0.02706149784559835
primary,A4_tercile,2021-04-21,2021-05-12,MIDD,171.38,166.66,174.25,177.87,0.607,21,partial;stop,35,11.0,5.0,14.0,169.0,513,117.0,507,156.0,487,XLI,3.0,11.0,81978536.16099998,0.02755573077147816
primary,A4_tercile,2021-05-03,2021-05-12,STL,25.82,24.91,24.8857,-152.53,-1.028,9,stop,60,16.0,3.0,9.0,109.0,420,76.0,414,101.0,395,XLF,2.0,11.0,105272775.86649999,0.035061576434181355
primary,A4_tercile,2021-05-05,2021-05-12,FHN,18.76,18.46,18.4415,-157.97,-1.062,7,stop,60,18.0,3.0,12.0,89.0,437,95.0,431,143.0,412,XLF,2.0,11.0,86992581.183,0.027234205885227607
primary,A4_tercile,2021-05-26,2021-05-27,FTNT,43.33,42.83,42.7832,-137.15,-1.086,1,stop,35,20.0,2.0,13.0,113.0,542,44.0,536,66.0,521,XLK,9.0,11.0,228305148.90850002,0.02847380572732664
primary,A4_tercile,2021-05-26,2021-05-27,WPM,48.23,47.9,47.8521,-85.37,-1.146,1,stop,10,13.0,3.0,13.0,45.0,542,69.0,536,353.0,521,XLB,1.0,11.0,104787199.8915,0.02998914646301823
primary,A4_tercile,2021-05-24,2021-06-01,IRM,43.8,42.97,43.6963,-26.98,-0.129,8,partial;stop,67,12.0,5.0,13.0,132.0,543,30.0,537,104.0,522,XLRE,4.0,11.0,101832364.28999999,0.024595462910900062
primary,A4_tercile,2021-06-01,2021-06-02,ALLY,55.35,55.17,55.1198,-44.64,-1.324,1,stop,60,13.0,3.0,13.0,134.0,531,63.0,525,68.0,507,XLF,3.0,11.0,192057270.0925,0.024484810003857823
primary,A4_tercile,2021-06-01,2021-06-03,WPM,48.94,48.07,47.6523,-216.15,-1.481,2,stop,10,12.0,2.0,13.0,51.0,531,36.0,525,282.0,507,XLB,2.0,11.0,102780765.984,0.028414006316419986
primary,A4_tercile,2021-06-07,2021-06-08,CHK,55.65,54.62,54.5654,-153.39,-1.053,1,stop,13,22.0,2.0,12.0,85.0,474,111.0,469,31.0,453,XLE,11.0,11.0,66409931.78199999,0.03306294942036779
primary,A4_tercile,2021-06-14,2021-06-16,CNQ,19.02,18.65,18.6313,-153.12,-1.051,2,stop,13,21.0,1.0,8.0,234.0,403,89.0,398,106.0,381,XLE,11.0,11.0,78137304.23550001,0.024192489887430488
primary,A4_tercile,2021-06-15,2021-06-16,CHK,57.05,55.47,55.4184,-149.83,-1.035,1,stop,13,20.0,1.0,8.0,219.0,393,58.0,388,27.0,372,XLE,10.0,11.0,69617613.08,0.027576266602600086
primary,A4_tercile,2021-06-23,2021-07-06,AR,14.36,13.93,14.5962,77.89,0.534,13,partial;stop,13,21.0,1.0,9.0,206.0,438,27.0,431,32.0,417,XLE,2.0,11.0,76607287.71650001,0.04785826572896844
primary,A4_tercile,2021-07-01,2021-07-06,MRO,14.2,13.8,13.7862,-151.31,-1.034,5,stop,13,25.0,1.0,11.0,294.0,471,90.0,462,47.0,448,XLE,4.0,11.0,238116777.427,0.037686836334411125
primary,A4_tercile,2021-07-06,2021-07-07,SNAP,69.75,68.13,68.0619,-265.77,-1.042,1,stop,73,78.0,2.0,10.0,143.0,467,92.0,457,158.0,443,XLK,4.0,11.0,965624161.7835001,0.03948694341428933
primary,A4_tercile,2021-07-01,2021-07-08,PAGS,57.01,55.45,54.7852,-208.85,-1.427,7,stop,73,78.0,2.0,11.0,127.0,471,121.0,462,330.0,448,XLK,2.0,11.0,112220074.03599998,0.03236321769821893
primary,A4_tercile,2021-07-07,2021-07-08,ZS,227.23,223.27,221.798,-260.59,-1.372,1,stop,73,78.0,1.0,11.0,72.0,473,77.0,463,283.0,449,XLK,3.0,11.0,379431920.711,0.027770622893686737
primary,A4_tercile,2021-07-07,2021-07-08,DXCM,111.23,109.28,109.1732,-201.67,-1.056,1,stop,38,14.0,4.0,11.0,117.0,473,118.0,463,228.0,449,XLV,2.0,11.0,360460587.862,0.025137634163588572
primary,A4_tercile,2021-07-12,2021-07-13,ESTC,153.27,148.76,148.607,-149.31,-1.033,1,stop,73,82.0,2.0,11.0,92.0,470,93.0,459,319.0,445,XLK,4.0,11.0,91414582.2375,0.029472430728287285
primary,A4_tercile,2021-07-09,2021-07-14,ALNY,177.71,172.01,171.8397,-146.7,-1.03,5,stop,28,49.0,3.0,11.0,75.0,476,78.0,466,121.0,452,XLV,2.0,11.0,134306331.872,0.032051836153105556
primary,A4_tercile,2021-07-13,2021-07-14,DXCM,112.4,110.51,110.397,-152.12,-1.058,1,stop,38,15.0,4.0,10.0,89.0,464,139.0,453,238.0,441,XLV,3.0,11.0,358834844.8125,0.025150456997048924
primary,A4_tercile,2021-07-09,2021-07-15,SNOW,254.25,249.82,249.5702,-149.88,-1.056,6,stop,73,80.0,1.0,11.0,188.0,476,171.0,466,361.0,452,XLK,3.0,11.0,1020416153.9375,0.03121958147475301
primary,A4_tercile,2021-07-20,2021-07-26,ALNY,180.42,174.73,180.6498,5.74,0.04,6,partial;stop,28,36.0,1.0,11.0,88.0,426,46.0,418,199.0,406,XLV,2.0,11.0,119630010.4645,0.03313293690542039
primary,A4_tercile,2021-07-22,2021-07-26,DDOG,110.35,109.02,108.911,-141.05,-1.082,4,stop,73,77.0,2.0,11.0,93.0,449,57.0,443,257.0,431,XLK,2.0,11.0,190635982.94849998,0.028304827297574407
primary,A4_tercile,2021-07-20,2021-07-27,DOCU,299.05,290.5,300.3309,20.52,0.15,7,partial;stop,73,75.0,2.0,11.0,40.0,426,40.0,418,143.0,406,XLK,3.0,11.0,635010177.086,0.02986738527930769
primary,A4_tercile,2021-07-22,2021-07-27,DXCM,112.98,111.53,111.4235,-149.46,-1.077,5,stop,38,19.0,4.0,11.0,98.0,449,136.0,443,136.0,431,XLV,4.0,11.0,346137755.80350006,0.024955532593338825
primary,A4_tercile,2021-07-23,2021-07-27,ETSY,208.05,200.02,199.8244,-148.05,-1.025,4,stop,73,76.0,2.0,11.0,40.0,452,283.0,446,313.0,434,XLI,8.0,11.0,497756549.1175,0.03857265282451536
primary,A4_tercile,2021-07-28,2021-08-02,DDOG,112.64,109.5,109.3905,-295.93,-1.035,5,stop,73,77.0,2.0,8.0,82.0,401,59.0,394,231.0,382,XLK,4.0,11.0,165141194.24400002,0.03009800942174447
primary,A4_tercile,2021-07-30,2021-08-02,PAYC,402.78,397.64,397.2424,-149.58,-1.077,3,stop,73,75.0,1.0,8.0,70.0,411,163.0,405,265.0,397,XLK,3.0,11.0,133323663.3915,0.02477286080714273
primary,A4_tercile,2021-08-03,2021-08-04,SNOW,275.27,271.24,270.9688,-155.02,-1.067,1,stop,73,72.0,1.0,9.0,38.0,429,73.0,423,316.0,416,XLK,1.0,11.0,835716617.5345,0.041032580338680666
primary,A4_tercile,2021-08-02,2021-08-16,ZS,240.53,233.22,241.0195,9.29,0.067,14,partial;stop,73,72.0,1.0,8.0,57.0,415,53.0,409,202.0,401,XLK,1.0,11.0,314197373.3125,0.03038186881732415
primary,A4_tercile,2021-08-19,2021-08-25,MASI,281.24,273.87,281.8817,24.99,0.087,6,partial;stop,38,17.0,3.0,8.0,198.0,413,77.0,408,192.0,397,XLV,3.0,11.0,60273624.7185,0.026200687212879353
primary,A4_tercile,2021-08-25,2021-09-01,MDB,388.21,382.05,389.7229,43.93,0.246,7,partial;stop,73,88.0,2.0,7.0,138.0,417,66.0,409,216.0,395,XLK,1.0,11.0,187408243.77800003,0.033516012987456635
primary,A4_tercile,2021-06-04,2021-09-14,FTNT,44.24,43.48,56.0812,2249.03,15.489,102,close<MA;partial,35,16.0,4.0,13.0,217.0,509,80.0,503,88.0,487,XLK,10.0,11.0,194605518.69899997,0.02546052824891764
primary,A4_tercile,2021-07-29,2021-09-29,DXCM,115.92,113.85,133.6625,1632.23,8.578,62,close<MA;partial,38,15.0,3.0,8.0,48.0,406,109.0,398,118.0,388,XLV,3.0,11.0,247160573.194,0.024211042127481645
primary,A4_tercile,2021-08-03,2021-09-29,DDOG,114.31,111.18,136.8645,1059.86,7.195,57,close<MA;partial,73,72.0,1.0,9.0,69.0,429,31.0,423,257.0,416,XLK,1.0,11.0,165105206.88599998,0.03103142898414891
primary,A4_tercile,2021-08-20,2021-09-29,ZS,249.96,243.64,263.0442,575.72,2.07,40,close<MA;partial,73,85.0,3.0,8.0,98.0,416,32.0,410,124.0,398,XLK,1.0,11.0,250727240.725,0.028794660823495723
primary,A4_tercile,2021-08-25,2021-09-29,LSPD,98.6,98.5,106.3711,886.07,78.909,35,close<MA;partial,73,88.0,2.0,7.0,99.0,417,61.0,409,52.0,395,XLK,1.0,11.0,95558388.0,0.03138061189854899
primary,A4_tercile,2021-08-27,2021-09-29,TEAM,357.86,350.99,381.3383,751.38,3.419,33,close<MA;partial,73,89.0,2.0,7.0,26.0,413,23.0,405,39.0,389,XLK,1.0,11.0,406655795.026,0.03290616628590308
primary,A4_tercile,2021-10-25,2021-10-27,EOG,93.59,92.84,92.7472,-104.1,-1.123,2,stop,13,23.0,1.0,10.0,54.0,443,105.0,431,90.0,416,XLE,1.0,11.0,401508000.371,0.032558203623146174
primary,A4_tercile,2021-11-01,2021-11-02,CNQ,21.84,21.32,21.2937,-286.77,-1.041,1,stop,13,23.0,1.0,10.0,98.0,417,83.0,406,86.0,391,XLE,1.0,11.0,113232121.608,0.02403656834401387
primary,A4_tercile,2021-11-02,2021-11-03,DVN,42.44,41.7,41.6583,-212.49,-1.056,1,stop,13,22.0,1.0,9.0,120.0,402,32.0,393,36.0,376,XLE,1.0,11.0,420885134.3735,0.034500674398978345
primary,A4_tercile,2021-11-02,2021-11-03,FANG,114.84,110.83,110.7203,-313.45,-1.028,1,stop,13,22.0,1.0,9.0,135.0,402,65.0,393,83.0,376,XLE,1.0,11.0,278247687.229,0.03494769928848545
primary,A4_tercile,2021-10-29,2021-11-04,TNDM,136.24,132.15,127.3725,-664.77,-2.169,6,partial;stop,38,16.0,3.0,10.0,119.0,424,103.0,414,67.0,400,XLV,9.0,11.0,64273706.96,0.029996682970978496
primary,A4_tercile,2021-11-22,2021-11-24,SPB,106.59,104.8,104.6952,-158.87,-1.059,2,stop,36,38.0,2.0,11.0,154.0,559,94.0,546,215.0,528,XLK,3.0,11.0,62706630.6735,0.029135092826551606
primary,A4_tercile,2021-12-01,2021-12-02,ON,64.1,61.91,60.0998,-272.29,-1.829,1,stop,36,38.0,2.0,14.0,37.0,610,43.0,597,54.0,576,XLK,3.0,11.0,362682745.937,0.034151672235441057
primary,A4_tercile,2021-12-03,2021-12-06,ON,65.54,63.15,63.0844,-151.97,-1.026,3,stop,36,40.0,3.0,18.0,61.0,639,35.0,624,39.0,604,XLK,3.0,11.0,353773360.7475,0.036437189786047694
primary,A4_tercile,2021-12-13,2021-12-14,QCOM,188.96,183.11,181.0188,-198.5,-1.358,1,stop,36,39.0,2.0,17.0,35.0,646,62.0,628,83.0,610,XLK,3.0,11.0,2249561546.3805,0.03301786119603847
primary,A4_tercile,2021-12-23,2021-12-30,PSTG,33.81,32.82,32.7872,-153.99,-1.033,7,stop,35,27.0,4.0,19.0,25.0,719,70.0,708,20.0,694,XLK,1.0,11.0,161280693.486,0.046690278173210614
primary,A4_tercile,2021-12-29,2021-12-30,STX,114.4,114.1,113.9859,-40.58,-1.375,1,stop,35,25.0,3.0,17.0,49.0,659,42.0,649,101.0,637,XLK,1.0,11.0,217924458.50050002,0.030198642798375547
primary,A4_tercile,2021-12-27,2022-01-04,LRCX,72.06,70.28,72.1378,6.21,0.042,8,partial;stop,35,26.0,5.0,18.0,130.0,711,140.0,702,259.0,689,XLI,9.0,11.0,983315866.9495001,0.0345332435622384
primary,A4_tercile,2022-01-04,2022-01-06,STX,116.47,113.3,113.1867,-311.57,-1.036,2,stop,35,12.0,2.0,10.0,152.0,485,44.0,477,81.0,463,XLK,1.0,11.0,184945915.5845,0.027486685522895477
primary,A4_tercile,2022-01-05,2022-01-06,QCOM,192.87,187.15,184.3355,-221.97,-1.492,1,stop,36,35.0,1.0,11.0,207.0,478,28.0,470,70.0,456,XLK,2.0,11.0,1465463864.948,0.029664090174662795
primary,A4_tercile,2021-12-30,2022-01-10,SPG,159.46,158.54,160.3675,63.57,0.984,11,partial;stop,67,13.0,6.0,16.0,319.0,606,110.0,596,142.0,584,XLRE,2.0,11.0,363215998.3175,0.02807228970765142
primary,A4_tercile,2022-01-03,2022-01-20,F,21.51,21.06,22.5507,342.94,2.302,17,close<MA;partial,37,15.0,4.0,10.0,206.0,495,27.0,487,59.0,474,XLY,3.0,11.0,1642558078.454,0.035886452054265446
primary,A4_tercile,2023-02-02,2023-02-03,FIS,77.6,77.28,76.5534,-150.36,-3.33,1,stop,73,81.0,3.0,13.0,293.0,504,426.0,502,470.0,500,XLI,5.0,11.0,377907108.43850005,0.026064785616431236
primary,A4_tercile,2023-02-02,2023-02-03,BIO,485.7,477.19,472.1574,-311.37,-1.592,1,stop,38,33.0,5.0,13.0,300.0,504,82.0,502,415.0,500,XLV,10.0,11.0,68029015.5275,0.03183745521621525
primary,A4_tercile,2023-02-02,2023-02-06,XRAY,38.06,37.99,37.952,-31.27,-1.559,4,stop,38,33.0,5.0,13.0,201.0,504,156.0,502,247.0,500,XLV,10.0,11.0,75271842.93450001,0.026176728676967985
primary,A4_tercile,2023-02-01,2023-02-08,AVGO,60.23,58.74,60.2768,9.09,0.033,7,partial;stop,36,34.0,2.0,13.0,372.0,494,110.0,492,179.0,490,XLK,6.0,11.0,1286553675.134,0.024686406316240854
primary,A4_tercile,2023-02-13,2023-02-17,JBL,83.74,82.34,83.8127,9.18,0.049,4,partial;stop,36,39.0,4.0,15.0,160.0,529,94.0,527,34.0,525,XLK,2.0,11.0,118278283.599,0.02427448460120101
primary,A4_tercile,2023-02-15,2023-02-17,GE,67.13,65.79,65.7283,-232.69,-1.049,2,stop,36,38.0,1.0,14.0,284.0,528,69.0,527,37.0,525,XLK,2.0,11.0,552495591.8029746,0.024555213731506844
primary,A4_tercile,2023-02-01,2023-02-24,PEN,253.47,250.47,255.9674,107.25,0.831,23,partial;stop,38,33.0,4.0,13.0,235.0,494,31.0,492,10.0,490,XLV,11.0,11.0,76280042.2365,0.03727650502629915
primary,A4_tercile,2023-03-30,2023-03-31,SWKS,118.19,116.73,116.3836,-167.82,-1.238,1,stop,36,33.0,2.0,14.0,120.0,611,65.0,611,183.0,608,XLK,2.0,11.0,188918614.54549998,0.02686262681134432
primary,A4_tercile,2023-03-30,2023-04-03,FSLR,218.85,212.54,212.3275,-299.97,-1.034,4,stop,36,33.0,2.0,14.0,15.0,611,42.0,611,37.0,608,XLK,2.0,11.0,590990282.6559999,0.03638518067776544
primary,A4_tercile,2023-03-30,2023-04-04,JBL,85.79,85.03,84.945,-107.61,-1.113,5,stop,36,33.0,2.0,14.0,156.0,611,111.0,611,62.0,608,XLK,2.0,11.0,116884890.16,0.02502868398188022
primary,A4_tercile,2023-03-30,2023-04-05,CRM,197.97,195.49,195.2945,-147.03,-1.079,6,stop,73,95.0,3.0,14.0,20.0,611,32.0,611,137.0,608,XLK,2.0,11.0,1827814743.3425,0.026213797893621847
primary,A4_tercile,2023-03-30,2023-04-05,HUBS,416.11,414.12,413.7059,-62.4,-1.209,6,stop,73,95.0,3.0,14.0,92.0,611,33.0,611,55.0,608,XLK,2.0,11.0,229597760.31,0.03580114408478865
primary,A4_tercile,2023-03-31,2023-04-05,GE,75.85,75.27,75.1921,-95.46,-1.13,5,stop,36,33.0,2.0,14.0,46.0,590,39.0,590,17.0,587,XLK,1.0,11.0,830753460.3003852,0.02512853770397176
primary,A4_tercile,2023-03-31,2023-04-05,MELI,1275.15,1266.12,1264.8589,-82.36,-1.14,5,stop,73,95.0,3.0,14.0,118.0,590,35.0,590,53.0,587,XLI,5.0,11.0,559766732.3445,0.03340729951626377
primary,A4_tercile,2023-04-04,2023-04-05,CRWD,138.47,135.73,135.2346,-171.39,-1.181,1,stop,73,91.0,4.0,15.0,59.0,581,73.0,581,499.0,578,XLK,2.0,11.0,770016787.731,0.03775102815041863
primary,A4_tercile,2023-04-12,2023-04-17,Z,45.6,44.95,44.91,-154.92,-1.07,5,stop,73,76.0,2.0,13.0,65.0,480,109.0,480,38.0,477,XLI,9.0,11.0,86553321.249,0.033707731168334185
primary,A4_tercile,2023-04-13,2023-04-19,META,217.16,215.69,213.2585,-194.92,-2.658,6,stop,73,77.0,1.0,12.0,33.0,470,17.0,470,33.0,467,XLK,1.0,11.0,5376991009.745,0.026253861767040303
primary,A4_tercile,2023-04-18,2023-04-19,TTD,63.14,61.49,60.8691,-197.84,-1.376,1,stop,73,63.0,2.0,9.0,166.0,362,34.0,361,137.0,360,XLK,1.0,11.0,161077250.419,0.03391274909559895
primary,A4_tercile,2023-04-18,2023-04-19,DT,43.15,42.82,42.7772,-94.73,-1.129,1,stop,73,63.0,2.0,9.0,77.0,362,64.0,361,101.0,360,XLK,1.0,11.0,76587042.765,0.02544564517597899
primary,A4_tercile,2023-04-17,2023-04-25,SHOP,48.8,46.95,46.8996,-148.13,-1.025,8,stop,73,66.0,1.0,9.0,153.0,395,43.0,394,22.0,392,XLK,1.0,11.0,614434677.8855001,0.037955257324370675
primary,A4_tercile,2023-04-12,2023-04-27,ALGN,342.72,331.73,328.8716,-180.06,-1.26,15,partial;stop,38,14.0,4.0,13.0,123.0,480,25.0,480,33.0,477,XLV,5.0,11.0,259379612.0935,0.03356482389979073
primary,A4_tercile,2023-06-05,2023-06-07,IMGN,14.92,14.8,14.7902,-93.98,-1.129,2,stop,28,28.0,2.0,9.0,102.0,413,3.0,412,6.0,411,XLV,5.0,11.0,93378919.002,0.05427805626455331
primary,A4_tercile,2023-06-06,2023-06-08,APLS,92.7,90.0,89.91,-148.01,-1.033,2,stop,28,26.0,2.0,8.0,211.0,406,29.0,404,24.0,402,XLV,4.0,11.0,113113113.948,0.03339608108720817
primary,A4_tercile,2023-06-09,2023-06-12,LTHM,26.4,25.9,25.8741,-150.94,-1.052,3,stop,28,27.0,1.0,8.0,187.0,412,93.0,410,220.0,408,XLB,9.0,11.0,78067381.615,0.03330345242297672
primary,A4_tercile,2023-06-13,2023-06-14,APLS,93.57,90.76,90.6692,-148.12,-1.032,1,stop,28,27.0,2.0,8.0,280.0,406,49.0,404,28.0,403,XLV,6.0,11.0,100266325.562,0.032533794949069446
primary,A4_tercile,2023-06-13,2023-06-22,LTHM,26.55,26.11,26.608,20.22,0.141,9,partial;stop,28,27.0,2.0,8.0,287.0,406,102.0,404,201.0,403,XLB,7.0,11.0,71165544.985,0.034053825824142056
primary,A4_tercile,2023-06-30,2023-07-03,HUBS,535.66,519.0,518.481,-291.96,-1.031,3,stop,73,78.0,1.0,9.0,306.0,407,98.0,406,41.0,405,XLK,1.0,11.0,269068171.561,0.03583648730374346
primary,A4_tercile,2023-05-31,2023-07-07,TTD,70.11,68.53,75.2587,463.38,3.259,37,close<MA;partial,73,80.0,3.0,10.0,120.0,437,55.0,437,53.0,435,XLK,1.0,11.0,289204565.739,0.036567976311908654
primary,A4_tercile,2023-07-07,2023-07-19,ALB,233.97,227.36,236.5299,110.13,0.387,12,partial;stop,28,26.0,1.0,9.0,92.0,337,155.0,337,205.0,336,XLB,7.0,11.0,400495361.7955,0.02825215435018305
