window,cell,entry_date,exit_date,ticker,entry,stop,exit,realized,R,hold_days,reasons,sic2,group_n,group_rank,group_N,leader_rank_1m,leader_N_1m,leader_rank_3m,leader_N_3m,leader_rank_6m,leader_N_6m,etf,etf_rank,etf_N,dvol20,adr20
primary,A4_tercile,2023-07-11,2023-07-21,MTCH,44.54,43.55,45.4699,228.58,0.931,10,partial;stop,73,70.0,2.0,7.0,95.0,333,112.0,333,221.0,332,XLK,2.0,11.0,211780427.8985,0.028329999175141025
primary,A4_tercile,2023-06-15,2023-07-24,META,276.85,271.42,292.1944,399.04,2.828,39,close<MA;partial,73,88.0,1.0,8.0,128.0,423,62.0,421,10.0,419,XLK,1.0,11.0,5555939540.3395,0.026129725232213567
primary,A4_tercile,2023-07-18,2023-07-24,ANET,42.66,42.21,42.1641,-133.25,-1.094,6,stop,35,12.0,2.0,8.0,232.0,317,211.0,317,75.0,316,XLK,1.0,11.0,436232613.42349994,0.02706166437949613
primary,A4_tercile,2023-07-11,2023-07-27,BILL,120.12,118.07,126.2119,554.36,2.972,16,close<MA;partial,73,70.0,2.0,7.0,141.0,333,29.0,333,148.0,332,XLK,2.0,11.0,161006222.93249997,0.036253624398275494
primary,A4_tercile,2023-06-14,2023-07-31,DELL,49.15,48.63,51.8193,582.11,5.144,47,close<MA;partial,35,23.0,3.0,8.0,223.0,411,85.0,409,170.0,408,XLK,1.0,11.0,238760876.95750004,0.030509756413851553
primary,A4_tercile,2023-07-27,2023-08-01,UBER,48.05,46.61,46.5599,-308.03,-1.032,5,stop,73,60.0,3.0,9.0,206.0,307,44.0,305,44.0,304,XLI,4.0,11.0,949818691.2455,0.03000037805211187
primary,A4_tercile,2023-07-28,2023-08-02,ACLS,193.8,186.41,186.2245,-303.17,-1.025,5,stop,35,14.0,2.0,9.0,187.0,333,50.0,331,36.0,330,XLI,4.0,11.0,85369621.114,0.038145544613146516
primary,A4_tercile,2023-07-31,2023-08-02,CRWD,161.66,157.66,157.5023,-291.14,-1.039,2,stop,73,66.0,3.0,8.0,179.0,344,143.0,342,55.0,341,XLK,1.0,11.0,495720412.21999997,0.032800060013263965
primary,A4_tercile,2023-07-10,2023-08-03,DDOG,101.6,97.85,107.0456,419.19,1.452,24,close<MA;partial,73,70.0,2.0,7.0,260.0,333,33.0,333,81.0,332,XLK,2.0,11.0,334181916.5585,0.036907972683519565
primary,A4_tercile,2023-07-11,2023-08-07,DASH,79.26,77.39,83.132,534.45,2.072,27,close<MA;partial,73,70.0,2.0,7.0,94.0,333,86.0,333,62.0,332,XLI,3.0,11.0,219944822.958,0.02780584022422995
primary,A4_tercile,2023-08-04,2023-08-08,MTDR,58.06,56.97,56.8231,-232.16,-1.135,4,stop,13,22.0,2.0,8.0,109.0,385,118.0,381,256.0,380,XLE,4.0,11.0,99749851.69350001,0.036060773414588854
primary,A4_tercile,2023-08-07,2023-08-08,EQT,42.69,41.99,41.1288,-400.62,-2.234,1,stop,13,22.0,3.0,8.0,182.0,394,107.0,391,59.0,389,XLE,4.0,11.0,246660567.67800003,0.029585481751589073
primary,A4_tercile,2023-08-07,2023-08-08,HBAN,12.34,12.18,12.038,-268.48,-1.884,1,stop,60,22.0,1.0,8.0,94.0,394,140.0,391,316.0,389,XLF,5.0,11.0,158621228.2685,0.024007392268579657
primary,A4_tercile,2023-08-09,2023-08-10,EQT,44.03,43.29,43.2467,-152.73,-1.058,1,stop,13,21.0,2.0,8.0,141.0,395,90.0,393,40.0,391,XLE,5.0,11.0,238978791.033,0.03049762544570205
primary,A4_tercile,2023-08-09,2023-08-10,MTDR,59.76,58.83,58.7712,-153.22,-1.063,1,stop,13,21.0,2.0,8.0,71.0,395,104.0,393,205.0,391,XLE,5.0,11.0,94248977.842,0.03584814591355782
primary,A4_tercile,2023-08-09,2023-08-15,HAL,40.14,39.86,39.8211,-84.45,-1.145,6,stop,13,21.0,2.0,8.0,100.0,395,91.0,393,167.0,391,XLE,5.0,11.0,345888358.6075,0.02536017188999985
primary,A4_tercile,2023-08-31,2023-09-05,SWN,6.76,6.64,6.6334,-152.02,-1.057,5,stop,13,10.0,1.0,6.0,52.0,294,36.0,293,94.0,292,XLE,1.0,11.0,118237074.59850001,0.026425176557265152
primary,A4_tercile,2023-08-30,2023-09-11,MTDR,62.5,61.51,61.4485,-151.77,-1.062,12,stop,13,14.0,2.0,7.0,22.0,316,40.0,315,120.0,314,XLE,1.0,11.0,73697120.33500001,0.02779178321845418
primary,A4_tercile,2023-11-14,2023-11-15,NTNX,39.74,39.13,39.0909,-152.48,-1.064,1,stop,73,85.0,1.0,10.0,210.0,469,13.0,467,27.0,466,XLK,1.0,11.0,63132989.850999996,0.027902542876771824
primary,A4_tercile,2023-11-06,2023-12-01,DELL,70.84,69.76,71.2717,56.89,0.399,25,partial;stop,35,27.0,2.0,11.0,186.0,500,8.0,498,31.0,497,XLK,1.0,11.0,302399346.0625,0.024981896864854813
primary,A4_tercile,2023-12-04,2023-12-05,DASH,97.09,95.57,95.473,-179.15,-1.063,1,stop,73,71.0,2.0,8.0,81.0,317,58.0,316,34.0,316,XLI,7.0,11.0,431155359.0125,0.032223254715140266
primary,A4_tercile,2023-12-12,2023-12-29,DUOL,227.02,216.97,231.0149,111.81,0.397,17,partial;stop,73,59.0,3.0,7.0,210.0,283,29.0,283,35.0,283,XLK,1.0,11.0,151589698.46999997,0.04426068841113564
primary,A4_tercile,2023-12-13,2024-01-02,ZS,212.55,210.05,214.4407,96.3,0.755,20,partial;stop,73,60.0,2.0,6.0,97.0,288,36.0,288,41.0,287,XLK,1.0,11.0,539005054.2075,0.0315154214909059
primary,A4_tercile,2023-12-18,2024-01-02,CYBR,207.78,207.0,209.4964,91.1,2.21,15,partial;stop,73,66.0,4.0,10.0,214.0,353,113.0,353,53.0,352,XLK,1.0,11.0,102828993.4905,0.02590270606329262
primary,A4_tercile,2024-01-02,2024-01-03,FHN,14.51,14.1,14.0837,-302.76,-1.034,1,stop,60,14.0,2.0,7.0,190.0,329,103.0,329,85.0,329,XLF,3.0,11.0,120345920.96000001,0.028376520741492946
primary,A4_tercile,2023-11-29,2024-01-04,PINS,32.79,32.69,35.7767,978.73,29.038,36,close<MA;partial,73,67.0,1.0,6.0,38.0,326,44.0,325,44.0,325,XLK,1.0,11.0,412399402.18450004,0.0271194178979453
primary,A4_tercile,2023-12-13,2024-01-04,FOUR,68.24,65.93,70.9194,335.15,1.162,22,close<MA;partial,73,60.0,2.0,6.0,124.0,288,47.0,288,123.0,287,XLI,2.0,11.0,72957183.964,0.033812582798539645
primary,A4_tercile,2024-01-05,2024-01-08,KEY,14.89,14.49,14.4725,-300.32,-1.036,3,stop,60,13.0,2.0,7.0,131.0,320,51.0,320,27.0,317,XLF,2.0,11.0,198827397.4135,0.02738572846560599
primary,A4_tercile,2024-01-30,2024-01-31,UBER,67.17,66.22,65.6343,-246.78,-1.618,1,stop,73,64.0,3.0,8.0,75.0,322,42.0,322,46.0,321,XLI,6.0,11.0,1387449750.514,0.025884651923331798
primary,A4_tercile,2024-02-09,2024-02-12,SRPT,128.13,126.33,126.2037,-171.27,-1.07,3,stop,28,27.0,3.0,9.0,130.0,376,41.0,376,109.0,374,XLV,5.0,11.0,126044263.035,0.030423951513155807
primary,A4_tercile,2024-02-07,2024-02-13,CRWD,308.08,306.71,306.4033,-58.61,-1.224,6,stop,73,67.0,3.0,9.0,29.0,360,29.0,360,12.0,359,XLK,1.0,11.0,943254585.4549999,0.029268358240079166
primary,A4_tercile,2024-02-08,2024-02-13,FICO,1308.45,1283.23,1268.4103,-320.29,-1.588,5,stop,73,69.0,2.0,9.0,72.0,361,86.0,361,40.0,359,XLI,4.0,11.0,231299116.4745,0.0246606624878122
primary,A4_tercile,2024-02-06,2024-02-16,DASH,110.6,108.23,112.435,177.95,0.774,10,partial;stop,73,67.0,2.0,9.0,62.0,356,157.0,356,74.0,355,XLI,4.0,11.0,328745484.8035,0.028671336579935
primary,A4_tercile,2024-02-15,2024-02-16,SYF,39.92,39.47,39.4305,-139.9,-1.087,1,stop,61,11.0,1.0,10.0,196.0,408,134.0,408,157.0,406,XLF,2.0,11.0,179533381.275,0.024695240060662038
primary,A4_tercile,2024-02-08,2024-02-20,PATH,24.42,23.48,23.4521,-303.35,-1.025,12,stop,73,69.0,2.0,9.0,154.0,361,76.0,361,43.0,359,XLK,1.0,11.0,186311386.27949998,0.038846456747598145
primary,A4_tercile,2024-02-07,2024-02-21,CYBR,246.06,240.66,242.2425,-167.78,-0.707,14,partial;stop,73,67.0,3.0,9.0,67.0,360,89.0,360,28.0,359,XLK,1.0,11.0,130634423.428,0.026886980165062847
primary,A4_tercile,2024-02-20,2024-02-21,APLS,69.46,67.25,67.0629,-314.6,-1.085,1,stop,28,35.0,2.0,9.0,199.0,423,73.0,423,15.0,421,XLV,2.0,11.0,97665647.054,0.038136542760269114
primary,A4_tercile,2024-02-26,2024-02-27,APLS,69.87,67.92,67.8521,-149.31,-1.035,1,stop,28,34.0,1.0,8.0,227.0,409,86.0,409,38.0,409,XLV,2.0,11.0,87773990.2145,0.03531020557720273
primary,A4_tercile,2024-02-26,2024-02-28,ELAN,16.57,16.14,16.1202,-150.32,-1.037,2,stop,28,34.0,1.0,8.0,114.0,409,82.0,409,93.0,409,XLV,2.0,11.0,70699904.93249999,0.026265697980903162
primary,A4_tercile,2024-02-29,2024-03-01,ESTC,133.72,129.0,115.844,-536.39,-3.785,1,stop,73,84.0,3.0,8.0,185.0,418,25.0,418,16.0,418,XLK,5.0,11.0,145420796.4675,0.036827903519422535
primary,A4_tercile,2024-02-22,2024-03-05,EFX,261.17,259.09,262.2277,43.33,0.508,12,partial;stop,73,80.0,2.0,9.0,201.0,416,139.0,416,103.0,415,XLK,5.0,11.0,211089397.3915,0.02606459877777826
primary,A4_tercile,2024-03-01,2024-03-05,WIX,141.39,138.63,137.7821,-187.68,-1.307,4,stop,73,84.0,3.0,8.0,166.0,417,78.0,417,74.0,417,XLK,4.0,11.0,92535725.83399999,0.02934458748158686
primary,A4_tercile,2024-03-04,2024-03-05,NVT,69.47,68.95,68.7112,-116.76,-1.467,1,stop,35,17.0,3.0,9.0,144.0,409,132.0,409,151.0,409,XLI,1.0,11.0,98565497.6125,0.02534874024034255
primary,A4_tercile,2024-02-08,2024-03-08,CRSP,67.4,64.29,79.5113,1150.82,3.897,29,close<MA;partial,28,26.0,3.0,9.0,126.0,361,137.0,361,60.0,359,XLV,5.0,11.0,114937632.69350001,0.04612583760121558
primary,A4_tercile,2024-02-29,2024-03-11,OKTA,107.53,103.71,108.6282,40.73,0.289,11,partial;stop,73,84.0,3.0,8.0,238.0,418,157.0,418,167.0,418,XLK,5.0,11.0,172634496.695,0.03546774845536196
primary,A4_tercile,2024-03-13,2024-03-14,ALGN,322.15,315.0,314.685,-246.41,-1.044,1,stop,38,30.0,3.0,9.0,206.0,413,61.0,412,324.0,412,XLV,5.0,11.0,189486750.8365,0.026312033496527887
primary,A4_tercile,2024-02-29,2024-03-19,NTNX,62.15,60.38,62.8873,59.96,0.418,19,partial;stop,73,84.0,3.0,8.0,208.0,418,64.0,418,23.0,418,XLK,5.0,11.0,150450441.54500002,0.02947752180301776
primary,A4_tercile,2024-03-14,2024-03-20,WFRD,113.78,111.57,113.6163,-15.56,-0.076,6,partial;stop,35,16.0,1.0,7.0,85.0,394,95.0,393,193.0,393,XLI,3.0,11.0,82923937.643,0.03551175913147751
primary,A4_tercile,2024-03-25,2024-03-27,WFRD,117.67,117.12,117.0029,-59.6,-1.212,2,stop,35,18.0,2.0,6.0,142.0,382,111.0,380,177.0,380,XLI,2.0,11.0,77434902.237,0.031456017790646336
primary,A4_tercile,2024-04-01,2024-04-02,MKSI,134.83,131.67,130.4195,-344.39,-1.395,1,stop,38,17.0,3.0,7.0,118.0,351,76.0,350,78.0,349,XLV,5.0,11.0,79719385.231,0.031549971012997995
primary,A4_tercile,2024-04-02,2024-04-11,WFRD,121.24,119.61,119.4904,-150.56,-1.073,9,stop,35,15.0,1.0,7.0,67.0,346,100.0,345,162.0,344,XLI,4.0,11.0,72186480.692,0.030681713166044268
primary,A4_tercile,2024-04-03,2024-04-12,DELL,122.14,117.66,121.3685,-23.98,-0.173,9,partial;stop,35,13.0,1.0,8.0,232.0,340,23.0,339,50.0,338,XLK,6.0,11.0,910972514.0105,0.037181344684934635
primary,A4_tercile,2024-04-11,2024-04-12,PSTG,55.02,53.4,53.3466,-144.34,-1.033,1,stop,35,11.0,1.0,7.0,172.0,315,40.0,314,82.0,314,XLK,6.0,11.0,159376516.615,0.03243978494657046
primary,A4_tercile,2024-05-09,2024-05-22,AEM,67.87,66.65,68.0902,25.8,0.183,13,partial;stop,10,11.0,3.0,11.0,86.0,437,47.0,432,169.0,430,XLB,3.0,11.0,213978618.876,0.02483185494376535
primary,A4_tercile,2024-05-23,2024-05-30,WDC,75.93,73.85,76.0369,15.21,0.053,7,partial;stop,35,15.0,2.0,7.0,169.0,364,57.0,359,69.0,357,XLK,6.0,11.0,455899063.3644999,0.03487111664036975
primary,A4_tercile,2024-05-08,2024-06-03,WPM,54.5,53.17,55.4329,97.49,0.696,26,close<MA;partial,10,11.0,3.0,11.0,77.0,432,151.0,427,248.0,426,XLB,3.0,11.0,107353360.225,0.029005494925474468
primary,A4_tercile,2024-06-03,2024-06-04,LNTH,83.0,81.84,81.7582,-160.57,-1.07,1,stop,28,27.0,2.0,6.0,56.0,333,52.0,328,175.0,326,XLV,9.0,11.0,66625606.07075,0.029575607180608116
primary,A4_tercile,2024-05-08,2024-06-05,KGC,6.88,6.78,7.7722,1290.17,9.243,28,close<MA;partial,10,11.0,3.0,11.0,92.0,432,98.0,427,236.0,426,XLB,3.0,11.0,113078764.402,0.03356122781749128
primary,A4_tercile,2024-06-12,2024-06-13,ELAN,18.73,18.27,17.8821,-481.72,-1.827,1,stop,28,24.0,2.0,7.0,94.0,338,87.0,333,81.0,331,XLV,8.0,11.0,71607030.6275,0.0247457260369331
primary,A4_tercile,2024-06-13,2024-06-20,QCOM,217.65,213.01,219.0663,68.11,0.306,7,partial;stop,36,35.0,3.0,7.0,54.0,349,53.0,344,64.0,343,XLK,2.0,11.0,2107945260.059,0.02808321027853563
primary,A4_tercile,2024-06-17,2024-06-21,FN,250.63,242.48,242.2384,-285.33,-1.03,4,stop,36,40.0,2.0,8.0,121.0,355,79.0,350,84.0,348,XLK,1.0,11.0,91794999.7615,0.03251581065825597
primary,A4_tercile,2024-07-09,2024-07-11,AMAT,249.67,247.48,247.2325,-102.35,-1.113,2,stop,36,41.0,2.0,7.0,77.0,358,80.0,355,44.0,349,XLK,1.0,11.0,1217850556.808,0.026107627001178364
primary,A4_tercile,2024-07-09,2024-07-11,MPWR,865.45,839.44,838.6001,-268.54,-1.032,2,stop,36,41.0,2.0,7.0,63.0,358,48.0,355,70.0,349,XLK,1.0,11.0,384875459.349,0.030059383319733558
primary,A4_tercile,2024-07-10,2024-07-11,CLS,60.71,59.1,59.0409,-292.14,-1.037,1,stop,36,41.0,2.0,7.0,61.0,357,72.0,354,20.0,348,XLK,1.0,11.0,104563698.973,0.038811226142132484
primary,A4_tercile,2024-07-12,2024-07-15,ELF,219.74,209.39,209.1806,-137.26,-1.02,3,stop,28,35.0,2.0,7.0,53.0,371,67.0,368,105.0,362,XLB,10.0,11.0,311330731.05700004,0.0492949586438538
primary,A4_tercile,2024-07-12,2024-07-15,MDGL,295.78,284.27,283.9859,-141.47,-1.025,3,stop,28,35.0,2.0,7.0,57.0,371,88.0,368,136.0,362,XLV,6.0,11.0,100498716.29749998,0.038898734506883074
primary,A4_tercile,2024-07-11,2024-07-17,PCVX,82.73,81.0,80.919,-145.09,-1.047,6,stop,28,31.0,3.0,7.0,66.0,356,62.0,353,101.0,347,XLV,6.0,11.0,67472552.863,0.033119113124791426
primary,A4_tercile,2024-07-15,2024-07-17,QRVO,125.87,123.67,123.5463,-146.12,-1.056,2,stop,36,41.0,3.0,7.0,41.0,360,165.0,357,158.0,351,XLK,1.0,11.0,162209180.18300003,0.028282098473564842
primary,A4_tercile,2024-07-15,2024-07-17,CLS,62.15,59.75,59.6902,-142.79,-1.025,2,stop,36,41.0,3.0,7.0,82.0,360,53.0,357,21.0,351,XLK,1.0,11.0,102791115.566,0.040984094734447564
primary,A4_tercile,2024-07-12,2024-07-18,FN,257.3,249.28,249.0277,-140.58,-1.031,6,stop,36,41.0,3.0,7.0,176.0,371,36.0,368,115.0,362,XLK,1.0,11.0,91635001.985,0.031170622415444472
primary,A4_tercile,2024-07-16,2024-07-22,UTHR,330.33,326.28,325.9537,-140.04,-1.081,6,stop,28,33.0,2.0,7.0,44.0,366,45.0,363,77.0,357,XLV,7.0,11.0,195945852.47649997,0.02424302091758502
primary,A4_tercile,2024-07-02,2024-07-24,AAPL,220.42,215.1,221.9556,72.17,0.289,22,partial;stop,35,22.0,3.0,7.0,64.0,426,43.0,423,172.0,418,XLK,1.0,11.0,18546491274.095,0.024696185657649455
primary,A4_tercile,2024-07-23,2024-07-24,AXSM,86.88,85.19,84.8051,-167.81,-1.225,1,stop,28,32.0,2.0,8.0,79.0,411,98.0,409,249.0,403,XLV,6.0,11.0,61302332.51450001,0.032587221076088455
primary,A4_tercile,2024-08-22,2024-08-28,IRM,112.9,111.51,113.0501,13.4,0.105,6,partial;stop,67,13.0,2.0,16.0,98.0,601,28.0,599,40.0,593,XLRE,1.0,11.0,223744104.1835,0.02677209773224242
primary,A4_tercile,2024-08-23,2024-08-30,TPL,285.17,278.07,286.1572,35.48,0.139,7,partial;stop,67,11.0,1.0,14.0,222.0,550,25.0,548,41.0,542,XLRE,1.0,11.0,75181866.2076,0.03174246363983789
primary,A4_tercile,2024-08-29,2024-08-30,ALNY,286.29,279.41,265.734,-411.04,-2.989,1,stop,28,33.0,2.0,10.0,39.0,481,6.0,477,18.0,471,XLV,2.0,11.0,249363475.3265,0.03750642038116878
primary,A4_tercile,2024-08-28,2024-09-04,UTHR,353.85,351.14,350.7889,-88.73,-1.13,7,stop,28,35.0,1.0,11.0,209.0,511,46.0,508,48.0,502,XLV,2.0,11.0,177240063.2125,0.031084488799500383
primary,A4_tercile,2024-09-19,2024-10-04,TSLA,235.92,232.13,247.9043,527.5,3.167,15,close<MA;partial,37,10.0,2.0,9.0,178.0,395,79.0,393,72.0,384,XLY,6.0,11.0,16377046802.977499,0.043366078303799356
primary,A4_tercile,2024-09-13,2024-10-08,Z,58.35,56.82,62.3149,694.15,2.595,25,close<MA;partial,73,63.0,2.0,8.0,117.0,368,68.0,365,161.0,359,XLI,7.0,11.0,169627268.209,0.03444497232697298
primary,A4_tercile,2024-10-10,2024-10-15,MNDY,285.93,278.63,278.3514,-272.67,-1.038,5,stop,73,55.0,2.0,8.0,128.0,400,94.0,398,76.0,392,XLK,11.0,11.0,114909848.652,0.03199167743528826
primary,A4_tercile,2024-10-10,2024-10-16,IOT,50.12,48.51,48.4584,-285.81,-1.03,6,stop,73,55.0,2.0,8.0,306.0,400,50.0,398,57.0,392,XLK,11.0,11.0,173746162.7925,0.03218627030956976
primary,A4_tercile,2024-10-18,2024-10-21,FOUR,97.0,94.27,94.1779,-287.54,-1.035,3,stop,73,58.0,2.0,8.0,102.0,369,39.0,368,73.0,363,XLI,2.0,11.0,91129200.7635,0.0280908637846706
primary,A4_tercile,2024-10-18,2024-10-22,GTLB,55.61,54.33,54.2757,-248.69,-1.043,4,stop,73,58.0,2.0,8.0,184.0,369,211.0,368,220.0,363,XLK,9.0,11.0,70100680.46,0.02956243845187791
primary,A4_tercile,2024-10-22,2024-10-23,CART,45.06,43.54,43.5001,-141.5,-1.029,1,stop,73,57.0,3.0,8.0,184.0,349,93.0,348,142.0,343,XLI,2.0,11.0,120195640.99550001,0.03354486063075819
primary,A4_tercile,2024-10-28,2024-10-29,TOST,30.73,29.76,29.7268,-141.56,-1.031,1,stop,73,54.0,3.0,9.0,104.0,335,132.0,334,114.0,330,XLK,7.0,11.0,137306082.638,0.031700747884284036
primary,A4_tercile,2024-10-23,2024-11-01,NU,15.02,14.58,15.153,42.26,0.307,9,partial;stop,61,12.0,2.0,8.0,209.0,336,129.0,335,102.0,330,XLF,3.0,11.0,345091341.08000004,0.029348750575672277
primary,A4_tercile,2024-11-01,2024-11-04,CART,45.25,44.24,44.1958,-240.3,-1.044,3,stop,73,63.0,2.0,9.0,75.0,364,60.0,362,118.0,359,XLI,3.0,11.0,116616465.96100001,0.03170017698650819
primary,A4_tercile,2024-10-11,2024-11-05,YOU,33.88,33.25,35.6094,531.46,2.722,25,close<MA;partial,73,53.0,2.0,8.0,131.0,385,13.0,383,38.0,379,XLK,11.0,11.0,85282595.19299999,0.03273277417915459
primary,A4_tercile,2024-11-01,2024-11-05,TOST,30.82,30.05,30.01,-270.76,-1.052,4,stop,73,63.0,2.0,9.0,98.0,364,113.0,362,102.0,359,XLK,5.0,11.0,139826053.7315,0.029720753762843742
primary,A4_tercile,2024-11-05,2024-11-13,CART,45.8,44.51,45.3246,-99.88,-0.366,8,partial;stop,73,62.0,2.0,9.0,84.0,370,61.0,368,117.0,365,XLI,5.0,11.0,110825646.007,0.03031783352939286
primary,A4_tercile,2024-11-06,2024-11-15,NVDA,144.56,141.96,145.5451,70.61,0.377,9,partial;stop,36,40.0,3.0,9.0,123.0,381,76.0,379,57.0,376,XLK,2.0,11.0,30931755933.1315,0.028117122399172235
primary,A4_tercile,2024-11-21,2024-11-22,NVDA,149.92,145.82,145.6695,-301.77,-1.036,1,stop,36,45.0,6.0,16.0,305.0,564,211.0,562,87.0,557,XLK,7.0,11.0,29311855900.0005,0.02737753314278647
primary,A4_tercile,2024-11-25,2024-11-26,VLY,10.71,10.7,10.5794,-135.36,-12.27,1,stop,60,13.0,6.0,16.0,269.0,582,219.0,580,133.0,575,XLF,2.0,11.0,94366882.074,0.029917209004428857
primary,A4_tercile,2024-11-25,2024-12-02,DASH,179.0,173.91,179.063,3.66,0.013,7,partial;stop,73,98.0,3.0,16.0,199.0,582,120.0,580,94.0,575,XLI,4.0,11.0,598013860.016,0.02847151768168671
primary,A4_tercile,2024-12-02,2024-12-03,MRVL,97.47,94.95,94.8551,-287.36,-1.038,1,stop,36,44.0,4.0,15.0,221.0,564,207.0,561,178.0,556,XLK,6.0,11.0,862332880.5775,0.032179919272375
primary,A4_tercile,2024-11-21,2024-12-04,EWBC,107.79,105.96,105.8538,-195.32,-1.058,13,stop,60,12.0,5.0,16.0,122.0,564,133.0,562,117.0,557,XLF,2.0,11.0,94579570.5245,0.026979671195683185
primary,A4_tercile,2024-11-06,2024-12-10,VRT,117.11,115.08,126.0302,794.17,4.402,34,close<MA;partial,36,40.0,3.0,9.0,168.0,381,30.0,379,148.0,376,XLK,2.0,11.0,722736567.0274999,0.035021287812355494
primary,A4_tercile,2024-12-04,2024-12-10,CIEN,73.54,71.43,71.3553,-299.78,-1.034,6,stop,36,44.0,4.0,15.0,242.0,563,182.0,560,122.0,555,XLK,3.0,11.0,100123916.914,0.02878256176216328
primary,A4_tercile,2024-12-09,2024-12-10,FRSH,17.06,16.54,16.5235,-303.22,-1.032,1,stop,73,95.0,2.0,11.0,78.0,481,131.0,478,183.0,474,XLK,3.0,11.0,79990859.41950001,0.03465378995724623
primary,A4_tercile,2024-11-06,2024-12-11,CRWD,324.26,316.75,345.7489,687.52,2.859,35,close<MA;partial,73,62.0,2.0,9.0,144.0,381,93.0,379,227.0,376,XLK,2.0,11.0,1055231614.9654999,0.03241468086224837
primary,A4_tercile,2024-12-02,2024-12-13,TTD,132.78,128.38,132.5173,-16.98,-0.06,11,partial;stop,73,96.0,3.0,15.0,330.0,564,192.0,561,157.0,556,XLK,6.0,11.0,587686781.7310001,0.03319137344898999
primary,A4_tercile,2024-12-16,2024-12-18,CRWD,377.8,364.89,364.5251,-291.99,-1.028,2,stop,73,97.0,2.0,12.0,173.0,472,111.0,469,342.0,466,XLK,4.0,11.0,1410695200.3385,0.034849746498939654
primary,A4_tercile,2024-11-04,2024-12-20,MASI,146.96,143.87,166.9052,1376.44,6.462,46,close<MA;partial,38,18.0,3.0,10.0,118.0,369,87.0,367,197.0,364,XLV,11.0,11.0,91179044.186,0.027674552398041154
primary,A4_tercile,2024-11-06,2024-12-31,DOCU,73.92,73.3,88.7147,2100.3,23.797,55,close<MA;partial,73,62.0,2.0,9.0,76.0,381,73.0,379,120.0,376,XLK,2.0,11.0,314177144.7605,0.024640159887069194
primary,A4_tercile,2025-01-22,2025-01-23,PCOR,79.79,78.68,78.3815,-187.95,-1.268,1,stop,73,82.0,1.0,12.0,302.0,473,127.0,471,227.0,469,XLK,5.0,11.0,94176001.9255,0.026994177894889587
primary,A4_tercile,2025-01-24,2025-01-27,PCOR,79.8,77.79,76.3136,-463.65,-1.737,3,stop,73,74.0,2.0,9.0,272.0,415,136.0,414,211.0,411,XLK,4.0,11.0,81732596.1835,0.025148500164431327
primary,A4_tercile,2025-01-28,2025-01-29,BA,182.75,177.79,177.609,-293.19,-1.036,1,stop,37,11.0,2.0,10.0,310.0,478,208.0,477,340.0,474,XLI,4.0,11.0,1451606269.0345001,0.027172312246284837
primary,A4_tercile,2025-01-28,2025-02-03,DOCU,95.97,92.81,92.9689,-266.73,-0.95,6,partial;stop,73,85.0,1.0,10.0,346.0,478,97.0,477,62.0,474,XLK,6.0,11.0,183581963.55049998,0.03288012649459508
primary,A4_tercile,2025-02-06,2025-02-07,DOCU,99.19,95.48,94.2457,-187.85,-1.333,1,stop,73,102.0,1.0,14.0,210.0,600,89.0,599,68.0,594,XLK,4.0,11.0,203692668.9775,0.037376065313518975
primary,A4_tercile,2025-02-04,2025-02-12,CYBR,379.0,370.18,380.6415,26.29,0.186,8,partial;stop,73,101.0,1.0,14.0,129.0,589,95.0,589,126.0,584,XLK,7.0,11.0,156578218.232,0.027903581334016568
primary,A4_tercile,2025-01-24,2025-02-14,TWLO,137.68,133.59,136.1929,-102.44,-0.364,21,partial;stop,73,74.0,2.0,9.0,226.0,415,54.0,414,50.0,411,XLK,4.0,11.0,217247380.47550002,0.02966309263378456
primary,A4_tercile,2025-02-13,2025-02-14,SNOW,191.11,185.2,185.0107,-286.71,-1.031,1,stop,73,102.0,1.0,15.0,110.0,597,39.0,597,124.0,590,XLK,6.0,11.0,915743734.2275,0.03289175085978037
primary,A4_tercile,2025-02-18,2025-02-19,SNOW,193.79,189.09,188.9009,-259.31,-1.04,1,stop,73,105.0,1.0,15.0,119.0,608,45.0,608,134.0,602,XLK,4.0,11.0,929797405.107,0.03395253879569608
primary,A4_tercile,2025-02-13,2025-02-20,CYBR,409.3,397.97,397.5732,-281.42,-1.035,7,stop,73,102.0,1.0,15.0,128.0,597,69.0,597,157.0,590,XLK,6.0,11.0,192572500.6775,0.02767581407855621
primary,A4_tercile,2025-06-09,2025-06-11,SARO,30.62,30.18,30.1498,-146.88,-1.068,2,stop,37,11.0,4.0,10.0,203.0,500,202.0,498,156.0,493,XLI,2.0,11.0,95030120.1625,0.026770167753048062
primary,A4_tercile,2025-06-20,2025-06-23,SYF,62.53,61.55,61.4885,-145.12,-1.063,3,stop,61,18.0,1.0,11.0,229.0,506,191.0,501,265.0,498,XLF,6.0,11.0,187859207.926,0.024988109701016923
primary,A4_tercile,2025-06-24,2025-06-25,THO,91.21,88.3,86.933,-200.84,-1.469,1,stop,37,13.0,3.0,12.0,209.0,519,231.0,514,323.0,511,XLY,3.0,11.0,75684342.35499999,0.03189826442524006
primary,A4_tercile,2025-07-03,2025-07-07,MCHP,73.9,72.94,72.8671,-147.22,-1.076,4,stop,36,44.0,2.0,13.0,104.0,584,90.0,580,141.0,577,XLK,1.0,11.0,633611800.053,0.029940423738407905
